,original_filename,page,col1,col2,col3,col4,col5,col6,col7,col8
191,delimitation_2014.pdf,15,13,लीलौठी,"1. तिलउआ
2 .
3 .
14 .
15 .
6 .
7 . कल्लापुरा
18. भरकूंजरा
9. भिरामद
मठपिपरोंदा
झाला
लीलौठी
कुरिगँवा
दिगौडी",लीलौठी,"1. लीलौठी
2. कुरिगवां
3 . झाला
4. दिगौडी",,,
192,delimitation_2014.pdf,15,14,,,भरकूंजरा,"1. तिलऊआ
2. मठपिपरौंदा
3. कल्लापुरा
4. भरकूंजरा
5. भिरामद",,,
193,delimitation_2014.pdf,15,15,खरोली,"1. बडागाँव
2. चांदपुरा
3. डुर्दपुरा
4. कन्हैयापुरा
5. कृष्णापुरा
6. बीलौनी
7. मेंढारी
8. समानपुरा
9. खरौली
10. अमानपुरा
11. हीरापुर
12. रहटौटी",खरौली,"1 . बडागांव
2 . खरौली
3. रहटोटी
4. अमानपुरा
5. हीरापुरा
6. तेजापुरा",,,
194,delimitation_2014.pdf,15,16,I,,बीलोनी,"1. वीलौनी
2. ऊर्दूपुरा 3. कन्हैयापुरा
4. कृष्णापुरा
5. चांदपुरा
6. मेढारी
7. समानपुरा",,,
195,delimitation_2014.pdf,15,17,चन्द्रावली,"1. भैंडेकापुरा
2. रीझोनी
3. बडापुरा
4. तेजापुरा 5. लोकूपुरा",चन्द्रावली,"भैंडेकापुरा 1 .
2. रीझोनी
3 . बडापुरा
4. लोकूपुरा
5. गुलालपुरा",,,
196,delimitation_2014.pdf,16,,,6. गुलालपुरा,,6. चन्द्रावली,,,
197,delimitation_2014.pdf,16,,,7. चन्द्रावली,,,,,
198,delimitation_2014.pdf,16,18,मडासिल,"1. धनेरा
2. दुर्गसी
3. खुर्दिया
4 .
5 . महारपुर खिन्नौट
पवैनी 6 .
7. मडासिल
8. हरलालकापुरा
9. कौनेसा
10. डौमपुरा
11. खैरारा",मडासिल,"1 . खैरारा
2. महारपुर
3. मडासिल
4. हरलालपुरा
डौमपुरा
6. कौनेसा 5 .",,,
199,delimitation_2014.pdf,16,19,T,|,पवैनी,"1. धनेरा
2 . दुर्गसी
3 . खुर्दिया
4. खिन्नोट
5. पवैनी
6. मुगलपुरा
7 . मौठियापुरा",,,
200,delimitation_2014.pdf,16,20,रहरई,"1. कांकरेट
2. रहरई
3. तरवा
4. कछपुरा
5. धौन्ध
6. विदरपुर
7 . विरजा
8. जोरगढी",रहरई,"1. रहरई
2. मोरीपुरा
3 . तरवा
4 .
5 .
6 .
कछपुरा
कांकरैट
जोरगढी",,,
201,delimitation_2014.pdf,16,21,,-,धौन्ध,"1. धौन्ध
2. विदरपुर
3. बिरजा
4. खिदरपुर
5. इन्दौरा
6. मथारा",,,
202,delimitation_2014.pdf,16,22,बरौली,"1. बरोली
2. सुनकई
3. कुमरपुरा
4. कांसपुरा
5. खिन्तर
6. हुलासपुरा
7. मोरीपुरा",बरौली,"1. बरोली
2. सुनकई
3. कुमरपुरा
4. कांसपुरा
5. खिन्तर
6. हुलासपुरा",,,
203,delimitation_2014.pdf,16,23,सरमथुरा,"1. मोठियापुरा
2. मुगलपुरा
3. पदमपुरा 4. बरईपुरा
5. गढाखो
6. सरमथुरा 7. गेंदापुरा",सरमथुरा,"1. सरमथुरा
2 . पदमपुरा
3. गढाखो
4. गेंदापुरा
5. बरईपुरा",,,
204,delimitation_2014.pdf,16,24,गौलारी,"1. गौलारी
2. गोलीपुरा
3. मथारा
4. खिदरपुर
5. इन्दौरा
6. गोपालपुरा
7. जखा",गौलारी,"1. जखा
2. गौलारी
3. गोलीपुरा
4. गोपालपुरा",,,
205,delimitation_2014.pdf,16,,,,,,,,
206,delimitation_2014.pdf,16,,,पंचायत,समिति धौलपुर,,,,
207,delimitation_2014.pdf,16,"क्र .
सं .","वर्तमान ग्राम
पंचायत का नाम","वर्तमान ग्राम पंचायत में
सम्मिलित ग्रामों के नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्राम पंचायत का नाम",पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्राम पंचायत में,,,
208,delimitation_2014.pdf,17,1,2,3,4,5,,,
209,delimitation_2014.pdf,17,1,बसईनबाव,"1. बसईनबाब
2. रंजीतपुरा
3. चन्दूपुरा
4. नन्दपुरा
5. बज्जरगढ
6 . शाहपुर",बसईनबाव,"1. बसईनबाव
2. रंजीतपुरा
3. चंदूपुरा
4 . नन्दपुरा",,,
210,delimitation_2014.pdf,17,,,"7. जागीरपुरा कला
8 .
9. जागीरपुरा
नगला हरलाल",,5 .,,,
211,delimitation_2014.pdf,17,2,,,नगलाहरलाल,"1 .
2 .
3. शाहपुर
4 .
5 .
नगलाहरलाल
बज्जरगढ
जागीरपुरा कलां
जागीरपुरा",,,
212,delimitation_2014.pdf,17,3,ओदी,"3 . भोजपुर
4. काजीपुरा
5 .
6 .
7 .
1. ओदी
2. ओदी का पुरा
अलहपुरा
फिरोजपुर ओडेला
8. ताल ओडेला गैरआबाद
9. दरियापुर",ओदी,"1 .
2 .
ओदी
ओदी का पुरा
3 . भोजपुर
4. काजीपुरा
5. अलहपुरा",,,
213,delimitation_2014.pdf,17,4,|,T,फिरोजपुर,"1. फिरोजपुर
2. ओडेला
3. ताल ओडेला गैरआबाद
4. दरियापुर
5 . मसूदपुर",,,
214,delimitation_2014.pdf,17,5,दुबाटी,"1. दुबाटी
2. गढ़ी
3. बीलपुर
4. डण्डौली
5. सत्तर का पुरा",दुबाटी,"दुबाटी
डण्डोली
1 .
2 .
3 .
4. गढी
सत्तर का पुरा",,,
215,delimitation_2014.pdf,17,6,विपरपुर,"1. विपरपुर
2. सकतपुर
7. मुगरवारा 8. बरैलपुरा
कृपापुरा 3 .
4. ऐदलपुर 5. धर्मपुरा
6. कल्यानपुर",विपरपुर,"1. विपरपुर
2. धर्मपुरा
3. कल्याणपुरा
4. मुगरवाडा
5. बरेलपुरा",,,
216,delimitation_2014.pdf,17,7,-,-,बीलपुर,"1. बीलपुर
2 . सकतपुर
3 . एदलपुर
4. कृपापुरा",,,
217,delimitation_2014.pdf,17,8,हिनोता,"1. हिनौता
2. कासगंज
5. लाडमपुर
6. सीयपुरा
7. डरूपुरा
3. कलुआपुरा 4. भवानीशंकर का पुरा
8. फूलपुर 9. महूरी",हिनोता,"5. हिनोता
6. कासगंज
लाडमपुर 7 .
8. फूलपुर
9. कलुआपुरा",,,
218,delimitation_2014.pdf,17,9,T,-,दयेरी,"1. दयेरी
2. भवानीशंकर का पुरा 3. चैना का पुरा
4. सीयपुरा
5. महूरी
6. डरूपुरा",,,
219,delimitation_2014.pdf,17,10,बोथपुरा,"1. बोथपुरा
2. मौजा का नगला
3. दयेरी",बोथपुरा,"1. बोथपुरा
2. मौजा का नगला
3. बडागाँव",,,
220,delimitation_2014.pdf,18,,,"4 .
5 .
चैना का पुरा बगचौली खार",,4 . बागचोलीखार,,,
221,delimitation_2014.pdf,18,11,बरैठा,"1. बरैठा
2 .
3 . 4 .
शाला का पुरा
बूचा का पुरा सेमर का पुरा
5 .
6 .
7. देवगढ
बड़ागांव
सिजरौली",बरैठा,"1 . बरैठा
2 . शाला का पुरा
बूचा का पुरा
सेमर का पुरा
3 .
4 .
5 .
6 .
सिजरौली
देवगढ",,,
222,delimitation_2014.pdf,18,12,सरानीखेडा,"1. सरानी
2. खेडा
3 . मिर्जापुर
4. शाहपुर
5. धीमरी
6 . चैना का पुरा
7 . पूंठपुरा
8. नगला भगत",सरानी,"1. सरानी
2. मिर्जापुर
3 .
4 .
5. नकटपुरा
6. पूठपुरा
7 . सांदरा
शाहपुर
धीमरी
8 . रामनगर",,,
223,delimitation_2014.pdf,18,13,,|,खेडा,"2 .
3 .
1. खेडा
नगला भगत
चैना का पुरा
4 . रजौरा
5. मोरोली का पुरा",,,
224,delimitation_2014.pdf,18,14,विशनोदा,"1. विशनोंदा
2. मसूदपुर
3 . मिलकन
4. गुन्ना का पुरा 5 .
6 .
7 .
मौरोली का पुरा
रजौरा
नकटपुरा",विशनोदा,"1. विश्नोदा
2. मसूदपुर
3 . मिलकन
4. गुन्ना का पुरा",,,
225,delimitation_2014.pdf,18,15,पचगांव,"1. पचगांव
2. नरपुरा आदर्शनगर 3 .
4. मौहल्ली का पुरा
5. नैनोखर
6. रूपसपुर
7. गंगादास का पुरा
8. रूंध",पचगांव,"1. पंचगाव
2. आर्दशनगर
3. नरपुरा
4. रूध",,,
226,delimitation_2014.pdf,18,16,|,,नेनौखर,"1. नेनौखर
2. मोहल्ली का पुरा
3. रूपसपुर
4 . गंगादास का पुरा भागीरथपुरा 5 .",,,
227,delimitation_2014.pdf,18,17,बसई सामन्ता,"1. बसई सामन्ता
2. भागीरथपुरा
3 . भगपुरा 4. झील का पुरा भिलगंवा 5 .
6. चांदपुर",बसईसामन्ता,"1. बसई सामन्ता
2. भगपुरा 3. झील का पुरा भिलगंवा 4 .
5. चांदपुर",,,
228,delimitation_2014.pdf,18,18,कोटरा,"1. कोटरा
2. सहरौन
3. पटेवरी
4. कूंकपुर 5. गर्वापुरा
6. निभी
7. खनपुरा
8. सांदरा
9. रामनगर",कोटरा,"1. कोटरा
2. सहरौन
3. पटेवरी
4. कूंकपुर 5. गर्वापुरा
6. निभी
7. खनपुरा",,,
229,delimitation_2014.pdf,18,,,,,,,,
230,delimitation_2014.pdf,18,,,पंचायत,समिति राजाखेड़ा,,,,
231,delimitation_2014.pdf,18,"क्र .
सं .","वर्तमान ग्राम
पंचायत का नाम","वर्तमान ग्राम पंचायत में
सम्मिलित ग्रामों के नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्राम पंचायत का नाम","पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्राम पंचायत में
सम्मिलित ग्रामों के नाम",,,
232,delimitation_2014.pdf,18,1,2,3,4,5,,,
233,delimitation_2014.pdf,18,1,मरैना,"1. मरैना
2. पाय
3. दानि",मरैना,"1. मरैना
2 . पाय
3. गोलीपुरा",,,
234,delimitation_2014.pdf,19,,,"4 .
5 . चौहानपुरा गोलीपुरा",,4 . चौहानपुरा,,,
235,delimitation_2014.pdf,19,2,मछरिया,"1 .
2 .
3 .
4 .
मछरिया
माधौपुरा
पहाडी
सवितानगर",मछरिया,"1 .
2 .
3. सवितानगर
4 .
5 .
मछरिया
पहाडी
माधोपुरा
सिहोली",,,
236,delimitation_2014.pdf,19,3,सदापुर,"1. सदापुर
2 . धारापुरा
जारह 3 .
4. दलेलकापुरा
5. वरसला",सदापुर,"1 .
2 .
3 .
4 .
सदापुर
धारापुरा दलेलकापुरा
जारह",,,
237,delimitation_2014.pdf,19,4,बसई घीयाराम,"1. बसई घीयाराम
2 . बसई कविलाल
3 . गढ़ी जाफर
4 . दगरा",बसई घीयाराम,"1 .
2 .
3 .
4 .
5 .
बसई घीयाराम
बसई कविलाल
गढीजाफर
दगरा
बरसला",,,
238,delimitation_2014.pdf,19,5,बसईंकारें,"1. बसईकारे
2. हनुमानपुरा
3 . विचपुरी
4 . सिहौली
5. जैतपुर",बसईकारे,"1 .
2 .
3 .
4 .
5. दानि
बसई कारे
हनुमान पुरा
बिचपुरी
जैतपुर",,,
239,delimitation_2014.pdf,19,6,खेरली,"1 .
2 .
खेरली
ढोडिकापुरा
3. भगपुरा 4. विरजापुरा",खेरली,1. खेरली,,,
240,delimitation_2014.pdf,19,7,,-,ढोडिकापुरा,"1. भगपुरा
2 .
3 .
4 .
ढोडिकापुरा
विरजापुरा
परसोदा",,,
241,delimitation_2014.pdf,19,8,मढाभाऊ,"1. मढाभाऊ
2. मढाबुजुर्ग 3. जगरियापुरा
4. परसोंदा
5. बसईयालालू
6. रतनपुर
7. टैंटुका
8. जहानपुर
9. तोरशंकरा
10. सहजपुर",मढाभाऊ,"1. मढाभाऊ
2. सहजपुर
3. जगरियापुरा
4. बसईयालालू
5. रतनपुर 6. टैंटुका
7. जहानपुर
8. तोरशंकरा
9. मढाबुजुर्ग",,,
242,delimitation_2014.pdf,19,9,तगावली,"1. तगावली
2. भैसांख
3. समौला
4. मसूदपुर",तगावली,"1. तगावली
2. भैसांख
3. समौला",,,
243,delimitation_2014.pdf,19,10,जसूपुरा,"1. जसूपुरा 2. कुसैंड़ा कला कुसैंड़ा खुर्द 3 .
4. पटी",जसूपुरा,"1. जसूपुरा
पिलुआ
कुसैंड़ा खुर्द
2 .
3 .
4. पटी
5. कुसैंड़ा कला",,,
244,delimitation_2014.pdf,19,11,शाहपुरा,"1. शाहपुरा
2. इच्छापुरा 3. तिहईया पुरा
राधेपुरा 4 .
5. पदमापुरा
6. पिलुआ",शाहपुरा,"4 .
5 .
1. शाहपुरा
2 . इच्छापुरा 3. तिहईया पुरा राधेपुरा
पदमापुरा",,,
245,delimitation_2014.pdf,20,,,,,,,,
246,delimitation_2014.pdf,20,"क .
स","वर्तमान ग्रा ० प ०
का नाम","वर्तमान ग्रा ० प ० में सम्मिलित
ग्रामों का नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्रा ० प ० में
सम्मिलित ग्रामों का नाम",,,
247,delimitation_2014.pdf,20,1,2,3,4,5,,,
248,delimitation_2014.pdf,20,1,बुगडार,"1. बुगडार
2. आंतरीपुरा
3. बरूला
4. गढी का गॉव",बुगडार,"1. बुगडार
2. बरूला",,,
249,delimitation_2014.pdf,20,2,,,गढ़ी का गाँव,"1. आंतरीपुरा
2. गढी का गॉव",,,
250,delimitation_2014.pdf,20,3,औण्ड,"1. औण्ड
2. भेरेट
3. इमरतापुरा
4. देवीपुरा
5. मार का कुआ
6. दरगमा",औण्ड,"1. औण्ड
2. इमरतापुरा 3. देवीपुरा
4. भेरेट",,,
251,delimitation_2014.pdf,20,4,-,-,दरगमा,"1. दरगमा
2. मार का कुआ",,,
252,delimitation_2014.pdf,20,,,पंचायत,समिति - हिण्डौन,,,,
253,delimitation_2014.pdf,20,"क .
स","वर्तमान ग्रा ० प ०
का नाम","वर्तमान ग्रा ० प ० में सम्मिलित
ग्रामों का नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित
/ नवसृजित ग्रा ० प ० में
सम्मिलित ग्रामों का नाम",,,
254,delimitation_2014.pdf,20,1,2,3,4,5,,,
255,delimitation_2014.pdf,20,1,श्रीमहावीर जी,"1. अकबरपुर
2. नौरंगाबाद",अकबरपुर,1. अकबरपुर,,,
256,delimitation_2014.pdf,20,2,-,,श्रीमहावीर जी,1. नौरंगाबाद,,,
257,delimitation_2014.pdf,20,,,पंचायत,समिति - करौली,,,,
258,delimitation_2014.pdf,20,"क .
स","वर्तमान ग्रा ० प ०
का नाम","वर्तमान ग्रा ० प ० में सम्मिलित
ग्रामों का नाम",पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्रा ० प ० का नाम,"पुनर्गठित / पुनर्सीमांकित
/ नवसृजित ग्रा ० प ० में सम्मिलित ग्रामों का नाम",,,
259,delimitation_2014.pdf,20,1,2,3,4,5,,,
260,delimitation_2014.pdf,20,1,कैलादेवी,"1. खोहरी
2. कैलादेवी
3. मोहनपुरा",कैलादेवी,1. कैलादेवी,,,
261,delimitation_2014.pdf,20,2,,,खोहरी,"1. खोहरी
2. मोहनपुरा",,,
262,delimitation_2014.pdf,21,,,,,,,,
263,delimitation_2014.pdf,21,"क .
स .","वर्तमान
ग्रा ० प ० का
नाम","वर्तमान ग्रा 0 प 0 में
सम्मिलित ग्रामों का नाम",पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्रा ० प ० का नाम,"पुनर्गठित / पुनर्सीमांकित
/ नवसृजित ग्रा ० प ० में सम्मिलित
ग्रामों का नाम",,,
264,delimitation_2014.pdf,21,1,2,3,4,5,,,
265,delimitation_2014.pdf,21,1,शेरपुर,"1. शेरपुर
2. कुतलपुरा मालियान
3. रामसिंहपुरा
4. नया पढाना
5. माधोसिंहपुरा
6. किला रणथम्भौर",शेरपुर,"1. शेरपुर
2. कुतलपुरा मालियान
3. रामसिंहपुरा
4. माधोसिंहपुरा
5. किला रणथम्भौर",,,
266,delimitation_2014.pdf,21,2,खटूपुरा,"1. खटुपुरा
2. कुतलपुरा जाटान
3. भदेरडा
4. लोदीपुरा
5. हिम्मतपुरा",खटूपुरा,"1. खटूपुरा
2. कुतलपुरा जाटान
3. भदेरडा
4. हिम्मतपुरा
5. नया पढाना
6. लोदीपुरा",,,
267,delimitation_2014.pdf,21,,,,,,,,
268,delimitation_2014.pdf,21,,,,पंचायत समिति खंडार,,,,
269,delimitation_2014.pdf,21,"क्र .
स .","वर्तमान
ग्रा ० प ० का
नाम","वर्तमान ग्रा ० प ० में
सम्मिलित ग्रामों का नाम","पुनर्गठित / पुनर्सीमांकित
' नवसृजित ग्रा ० प ० का
नाम","पुनर्गठित / पुनर्सीमांकित
/ नवसृजित ग्रा ० प ० में सम्मिलित
ग्रामों का नाम",,,
270,delimitation_2014.pdf,21,1,2,3,4,5,,,
271,delimitation_2014.pdf,21,1 .,दूमोदा,"7. अजबपुरा
8. शहरपुरा
9. खलवाडा
1. हलोन्दा
2. हिन्दवाड
3. हज्जामखेडी
4. कुशालीपुरा 5. मोर डूंगरी 6. बोदल
10. गुढा 11.नगदी रहमानपुरा 12. दूमोदा 13. कैलाशपुरी",दूमोदा,"1. दूमोदा 2. कैलाशपुरी
3. कालाकुआं 4.जालपाखेडी",,,
272,delimitation_2014.pdf,21,2 .,,,हलोन्दा,"1. हलोन्दा
2. हिन्दवाड
3. हज्जामखेडी
4. कुशालीपुरा 5. मोर डूंगरी
6. बोदल
7. अजबपुरा
8. शहरपुरा
9. खलवाडा
10. गुढा 11. नगदी रहमानपुरा",,,
273,delimitation_2014.pdf,21,3 .,टोडरा,"1. टोडरा
2. कालाकुआं",टोडरा,1. टोडरा,,,
274,delimitation_2014.pdf,21,4 .,चितारा,"1. चितारा
2. जालपाखेडी
3. मुन्द्राहेडी
4. दौलाडा
5. किशनपुरा
6. खानपुर 7. बलवनखुर्द",चितारा,"1. चितारा
2. मुन्द्राहेडी
3. दौलाडा
4. किशनपुरा
5. खानपुर
6. बलवनखुर्द
7. रामनगर",,,
275,delimitation_2014.pdf,22,,,,,,,,
276,delimitation_2014.pdf,22,क . स .,"वर्तमान
ग्रा ० प ० का
नाम",वर्तमान ग्रा ० प ० में सम्मिलित ग्रामों का नाम,"पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्रा ० प ० का
नाम","पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्रा ० प ० में सम्मिलित
ग्रामों का नाम",,,
277,delimitation_2014.pdf,22,1,2,3,4,5,,,
278,delimitation_2014.pdf,22,1,मालासर,"1. मालासर
2. लाडैरा
3. गेरसर",मालासर,"1. मालासर
2. लाडैरा
3. गैरसर",,,
279,delimitation_2014.pdf,22,,,"8. रामनगर
9. श्योपुरा
10. कर्मापुर
11. गढी",,"8. श्योपुरा 9. कर्मापुर
10.गढी",,,
280,delimitation_2014.pdf,22,5 .,डूंगरी,"1. डूंगरी 2. खिदरपुरजादौन
3. तालडा
4. कठूलीडंगायचा
5. भिड
6. भावपुर
6. पादडानिजामत",डूंगरी,"1. डूंगरी
2. तालडा
3. कठूली डंगायचा
4. भिड
5. पादडा निजामत",,,
281,delimitation_2014.pdf,22,6 .,-,,खिदरपुर जादौन,"1. खिदरपुर जादौन
2.भावपुर",,,
282,delimitation_2014.pdf,22,7 .,रवांजना चौड़,"1. रवांजना चौड
2. पीपलवाडा
3. रवांजना डूंगर
4. जैतपुरा
5. कालीभाट
6. जैतपुरा की ढाणी",रवाजंना चौड,"1. रवांजना चौड़
2. पीपलवाड़ा",,,
283,delimitation_2014.pdf,22,8 .,,,रखांजना डूंगर,"1. रवांजना डूंगर 2. जैतपुरा
3. कालीभाट
4. जैतपुरा की ढाणी
5. विजयनगर
6. बालापुरा 7. श्योपुरा",,,
284,delimitation_2014.pdf,22,9 .,फलौदी,"1. फलौदी
2. भाटपुरा
3. टेटरा
4. विजयनगर
5. बालापुरा",फलौदी,"1. फलौदी
2. भाटपुरा 3. टेटरा",,,
285,delimitation_2014.pdf,22,10 .,"मुई ( पं.स.
सवाई
माधोपुर )","1.मुई
2. जुवाड
3. आरामपुरा 4. नीमली कलां
5. विजयपुरा
6. श्योपुरा","मुई ""","1. मुई
2. जुवाड
3.आरामपुरा
4. नीमली कलां
5. विजयपुरा",,,
286,delimitation_2014.pdf,23,,,"4. डाण्डुसर
5. जगदेववाला",,,,,
287,delimitation_2014.pdf,23,2,-,-,डाण्डूसर,"1. डाण्डुसर
2 . जगदेववाला",,,
288,delimitation_2014.pdf,23,3,कानासर,"1. कानासर
2. शरह रूपायत
3. भैरूपावा
4. भैरूखीरा
5. सोभासर
6. शरह कुम्भारान",कानासर,"1. कानासर
2. शरह रूपायत",,,
289,delimitation_2014.pdf,23,4,-,-,शोभासर,"1. भैरूखीरा
2. सोभासर
3. शरह कुम्भारान",,,
290,delimitation_2014.pdf,23,LO 5,"कावनी मय
चक","2. मेहरासर
3. बदरासर
1. कावनी मय चक 22 से
28 जेएमडी",कावनी,"1. कावनी मय चक 22 से 28
जेएमडी",,,
291,delimitation_2014.pdf,23,6,-,,बदरासर,"1. बदरासर
2. मेहरासर
3. भैरूपावा",,,
292,delimitation_2014.pdf,23,7,खारा,"1. खारा
2. हुसनसर
3. बासी सहजबरदारान
4. सरह कुजिया
5. नगासर पवारान
6. जगन्ननाथसर",खारा,1. खारा,,,
293,delimitation_2014.pdf,23,8,,-,हुसनसर,"1. हुसनसर
2. बासी शहजबरदारान
3. नगासर पंवारान
4. सरह कुजियां
5. जगन्नाथसर
6. नगासर सुगणी",,,
294,delimitation_2014.pdf,23,9,बम्बलू,"1. बम्बलू
2. पनपालसर
3. नगासर सुगनी
4. सरह अचारजान",बम्बलू,"1. बम्बलू
2. सरह अचारजान
3. पनपालसर",,,
295,delimitation_2014.pdf,23,10,लालमदेशर,"1. लालमदेशर
2. स्वरूपदेसर
3. भोजुसर",लालमदेशर,1. लालमदेशर,,,
296,delimitation_2014.pdf,23,11,-,-,स्वरूपदेसर,"1. स्वरूपदेसर
2. भोजुसर",,,
297,delimitation_2014.pdf,23,12,जामसर,"1 जामसर
2. अकडियावाला
3. दाउदसर
4. जलालसर
5. रकबा जलालसर
6. खिंचिया
7. लालसर",जामसर,"1. जामसर
2. दाउदसर
3. लालसर
4. अकडियावाला",,,
298,delimitation_2014.pdf,23,13,-,-,जलालसर,"1. जलालसर
2. खिंचिया
3. रकबा जलालसर",,,
299,delimitation_2014.pdf,23,14,"रूणिया बडा
बास","1. रूणियाबडाबास
2. धीरेरा
3. राजेरा
4. रूपेरा
5. आनन्दपुरा
6. खारडा",रूणिया बडा बास,"1. रूणियाबडाबास
2. धीरेरा
3. रूपेरा",,,
300,delimitation_2014.pdf,23,15,-,,राजेरा,"1. राजेरा
2. खारडा",,,
301,delimitation_2014.pdf,23,16,शेरेरा,"1. शेरेरा
2. हेमेरा
3 . भोजेरा
4. आसेरा",शेरेरा,"1. शेरेरा
2. राणीसर
3. आसेरा",,,
302,delimitation_2014.pdf,23,17,,,हेमेरा,"1. हेमेरा
2. भोजेरा
3. आनन्दपुरा",,,
303,delimitation_2014.pdf,24,18,नोरगदेसर,"1. नोरगदेसर
2. राणीसर",नोरगदेसर,1. नोरगदेसर,,,
304,delimitation_2014.pdf,24,19,उदासर,"1. उदासर
2. बीछवाल
3. पेमासर",उदासर,1. उदासर,,,
305,delimitation_2014.pdf,24,20,-,-,पेमासर,"1. पेमासर
2. बीछवाल",,,
306,delimitation_2014.pdf,24,,,,,,,,
307,delimitation_2014.pdf,24,,,पंचायत,समिति - श्रीडूंगरगढ़,,,,
308,delimitation_2014.pdf,24,क . स .,"वर्तमान
ग्रा ० प ० का
नाम","वर्तमान ग्रा ० प ० में सम्मिलित
ग्रामों का नाम","पुनर्गठित / पुनर्सीमांकित
/ नवसृजित ग्रा ० प ० का
नाम","पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्रा 0 प 0 में सम्मिलित
ग्रामों का नाम",,,
309,delimitation_2014.pdf,24,1,2,3,4,5,,,
310,delimitation_2014.pdf,24,1,गुसाईसर बडा,"1. गुसाईसर बडा 2. डेलवां
3. माणकरासर",गुसाईसर बडा,"1. गुसाईसर बडा
2. डेलवा",,,
311,delimitation_2014.pdf,24,2 .,-,-,समन्दसर,"1. समन्दसर
2. माणकरासर",,,
312,delimitation_2014.pdf,24,3,जोधासर,"1. जोधासर
2. झंझेऊ
3. समन्दसर",जोधासर,"1. जोधासर
2. झंझेऊ",,,
313,delimitation_2014.pdf,24,4,उदरासर,"1. उदरासर
2. धोलिया
3. जालबसर
4. बीरमसर
5. लाधडिया",उदरासर,"1. उदरासर
2. धोलिया
3. लाधडिया",,,
314,delimitation_2014.pdf,24,5,-,-,जालबसर,"1. जालबसर
2. बीरमसर
3 . लाखनसर",,,
315,delimitation_2014.pdf,24,6,सुरजनसर,"1. सुरजनसर
2. उदासर चारणान
3. धीरदेसर पुरोहितान
4. लाखनसर",सुरजनसर,"1. सुरजनसर
2. उदासर चारणान
3. धीरदेसर पुरोहितान",,,
316,delimitation_2014.pdf,24,7 .,सूडसर,"1. सूडसर
2. टेऊ
3. देराजसर",सूडसर,1. सूडसर 2. टेऊ,,,
317,delimitation_2014.pdf,24,8 .,-,-,देराजसर,1. देराजसर,,,
318,delimitation_2014.pdf,24,9 .,लखासर,"1. लखासर
2. गजपुरा 3. बेनीसर",लखासर,"1. लखासर
2. गजपुरा",,,
319,delimitation_2014.pdf,24,10,लिखमा देसर,"1. लिखमादेसर
2. सतासर",लिखमादेसर,1. लिखमादेसर,,,
320,delimitation_2014.pdf,24,11,आडसर,"1. आडसर पुरोहितान
2. लालासर",आडसर,1. आडसर पुरोहितान,,,
321,delimitation_2014.pdf,24,12,"धीरदेसर
चौटियान","1. धीरदेसर चौटियान
2. कुन्तासर
3. रेवाडा",धीरदेसर चौटियान,"1. धीरदेसर चौटियान
2. कुन्तासर",,,
322,delimitation_2014.pdf,24,13,बिग्गा,"1. बिग्गा
2. सातलेरा
3. बासी मारणोतान
4. बासी हिरावतान",बिग्गा,1. बिग्गा,,,
323,delimitation_2014.pdf,24,14,बाना,"1. बाना
2. खियाणी बास
3. जैसलसर
4. सालासर",बाना,"1. बाना
2. खियाणी बास",,,
324,delimitation_2014.pdf,24,15,-,-,जैसलसर,"1. जैसलसर
2. अभयसिंहपुरा
3. सातलेरा
4. बासी मारणोतान
5. बासी हीरावतान",,,
325,delimitation_2014.pdf,24,16,"दुसारणा
पण्डरीकजी","1. दुसारणा पण्डरीकजी
2. दुसारणा बडा
3. दुसारणा पिंपासरिया
4. कोटासर
5. पुन्दलसर 6. हेमासर",दुसारणा पण्डरीकजी,"1. दुसारणा पण्डरीकजी
2. दुसारणा बडा
3. दुसारणा पिपासरिया
4. कोटासर",,,
326,delimitation_2014.pdf,25,,,,,,,,
327,delimitation_2014.pdf,25,"क .
स .","वर्तमान ग्रा ० प ०
का नाम",वर्तमान ग्रा 0 प 0 में सम्मिलित | ग्रामों का नाम,"पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्रा ० प ० में सम्मिलित
ग्रामों का नाम",,,
328,delimitation_2014.pdf,25,1,2,3,4,5,,,
